city,floor,id,lat,lng,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_name,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,per_square_meter_price,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,region,total_square,street,date,realty_type,price_type
Красноярск,,COL_43769,56.05324045835291,92.9133429906978,0,29,58,90,0,0,0,0,0,4,5,12,5.877707839076371,Красноярск,1095286.0,0.1085398418352894,0,24,39,75,0,0,0,0,0,4,6,6,2,3,5,0,0,0,0,0,2,2,2,2,0,0,0,1,0,17,42,62,2.723715079487373,6.827273088383576,0,0,0,0.1051415064487126,6,16,26,79597.07851523632,133,35,5176.0,1267.0,10.977272727272728,12.057142857142855,2004.1136363636365,2004.4,Красноярский край,86.13381455561384,S32423,2020-02-09,10,1
Курск,,COL_43770,51.72305866142722,36.178152200173024,3,60,113,167,0,0,1,5,1,9,15,25,2.024793812221635,Курск,443212.0,0.0211265476391417,2,19,26,45,0,1,2,2,0,4,7,9,3,5,6,4,9,11,0,1,1,3,4,7,0,4,7,9,2,35,69,102,433.6219909481851,3.4634575855842606,0,0,0,0.014388099913757,7,12,17,40101.04126624061,114,37,1371.0,518.0,5.096153846153847,5.6571428571428575,1967.2735849056603,1968.0857142857144,Курская область,96.00748206109937,S11891,2020-02-09,100,1
Белгород,,COL_43905,50.6029540275783,36.57524430018114,1,17,69,102,0,0,0,0,0,1,15,23,1.0109348805071658,Белгород,384425.0,0.2124374388641689,0,9,14,22,0,1,4,8,0,2,3,5,0,6,8,2,4,4,0,1,2,2,3,4,0,5,8,8,1,9,31,44,552.7600910904873,2.2984528732547136,0,0,0,0.2561297998483335,2,15,16,52815.218585472576,135,45,2514.0,780.0,6.535433070866143,6.095238095238094,1973.206106870229,1969.577777777777,Белгородская область,135.22617516846722,S20092,2020-02-09,10,1
Калининград,,COL_43985,54.7109491342522,20.51511943355233,0,19,55,121,0,0,0,0,0,2,11,21,0.491166188284062,Калининград,453461.0,0.0441800820545293,3,25,52,81,0,3,9,13,0,3,7,10,0,1,2,3,7,12,0,1,2,2,2,5,1,4,4,11,0,2,16,51,815.9672653903726,1.5803855862892229,0,0,0,0.0545980135325283,11,20,28,37310.58728023531,125,25,2036.0,442.0,7.913043478260869,10.2,1975.1932773109245,1982.12,Калининградская область,204.12436670581317,S7923,2020-02-09,10,1
Нижний Новгород,,COL_44005,56.32137460528728,44.00262999206264,11,171,300,486,0,1,1,3,2,65,92,153,0.5971777544322882,Нижний Новгород,1252236.0,0.1758191261498956,0,30,57,108,0,18,33,58,1,7,8,23,3,6,10,25,60,73,4,8,16,8,14,27,1,6,12,22,4,59,94,154,1.138064999310204,3.3385870475861523,0,0,0,0.1753738852224527,2,11,27,40736.30791147447,304,84,2446.0,480.0,3.911646586345381,3.5492957746478875,1939.40625,1932.958333333333,Нижегородская область,268.75287823804484,S17566,2020-02-09,100,1
Кемерово,1.0,COL_44171,55.33865243715739,86.13627242002028,1,7,27,64,0,0,0,0,1,3,5,9,3.482649263225232,Кемерово,558662.0,0.3969198192440339,0,2,7,12,0,0,0,0,0,0,0,0,1,4,5,0,1,1,0,1,2,1,9,16,0,0,0,2,0,2,6,26,203.1307208645112,2.3260821004872017,0,0,0,0.1021514805219216,6,10,19,28658.245571647287,135,57,1153.0,220.0,3.1052631578947367,1.9649122807017545,1963.0751879699249,1960.719298245614,Кемеровская область,418.7276562341997,S26195,2020-02-09,10,1
Петрозаводск,,COL_44383,61.76109665844941,34.31243833044373,2,19,30,39,0,0,0,0,0,2,2,2,5.135473447958922,Петрозаводск,280170.0,0.4354561550358935,0,4,8,22,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,3,3,3,0,0,0,0,0,12,22,30,291.8691982699387,90.97775074598393,0,0,0,0.5014119830245534,2,4,10,80851.55873650026,94,35,2626.0,947.0,7.934782608695652,8.058823529411764,1992.903225806452,1992.9411764705883,Карелия,34.50768350790571,S8576,2020-02-09,10,1
Петрозаводск,,COL_44459,61.791578161606274,34.365669045956395,0,77,126,156,0,0,0,0,0,13,24,33,1.2384382094034958,Петрозаводск,280170.0,0.0870218553061183,3,15,35,44,0,3,7,9,0,6,11,12,7,7,8,3,7,13,0,0,0,2,4,6,0,9,15,21,0,45,67,74,296.4718000665897,95.11442123061109,0,0,0,0.1234584143436205,5,6,7,87544.88931859581,75,23,1099.0,379.0,4.232876712328768,4.681818181818182,1959.8266666666664,1964.4782608695648,Карелия,45.58804095891698,S7538,2020-02-09,10,1
Нижний Новгород,,COL_44533,56.304851387712574,43.985193509309255,1,59,116,170,0,0,0,1,0,9,23,33,2.524457439070664,Нижний Новгород,1252236.0,0.1399150530658502,0,16,51,83,0,1,1,5,0,2,4,8,2,4,8,2,7,13,2,5,6,1,1,2,0,6,9,11,0,43,75,101,0.8148819085370279,2.8691870991192414,0,0,0,0.1033926476846129,27,38,51,46722.81573933145,277,77,2339.0,728.0,4.043478260869565,4.318840579710145,1948.5738396624472,1953.333333333333,Нижегородская область,12101.23985580006,S17487,2020-02-09,100,1
Сургут,,COL_44605,61.24635374343579,73.44606901669559,4,51,119,186,0,0,0,0,0,2,12,16,2.817920424506473,Сургут,380632.0,0.2047881860843336,0,16,40,67,0,0,0,0,0,3,7,10,3,7,13,0,0,0,0,0,2,1,2,3,0,3,6,9,3,41,90,142,694.6121095246582,8.282160189428645,0,0,0,0.1000122635676038,8,17,23,67514.94966170142,74,20,3113.0,782.0,8.162162162162161,7.8,1994.8783783783783,1997.35,Ханты-Мансийский АО,99.08916519262364,S26573,2020-02-09,10,1
Петрозаводск,,COL_44783,61.799752100128345,34.35990261545396,2,10,28,54,0,0,1,1,0,2,2,6,2.0391367603027244,Петрозаводск,280170.0,0.0827823883818365,1,13,19,31,0,0,0,1,1,1,2,2,0,0,0,0,1,2,0,0,1,3,4,9,2,3,5,12,0,4,17,26,287.3797246557294,95.64540865653336,0,0,0,0.0709712286303609,4,6,7,22655.272784785724,64,20,1029.0,285.0,5.0317460317460325,4.55,1970.888888888889,1968.35,Карелия,849.2504231915817,S4838,2020-02-09,100,1
Нижний Новгород,,COL_44805,56.31794315791315,44.00188621550909,3,54,221,400,0,1,1,1,0,12,59,121,1.4149556172838489,Нижний Новгород,1252236.0,0.0182075066408419,1,22,54,99,0,5,17,45,1,6,19,30,0,9,11,8,27,49,3,4,9,2,14,21,0,5,8,22,1,22,86,139,0.6269287425673303,3.604239660093396,0,0,0,0.0455649815836325,6,10,19,59700.34411819704,336,86,3570.0,854.0,4.634751773049645,4.514285714285714,1952.0105263157889,1949.9295774647887,Нижегородская область,359.02640623920263,S13992,2020-02-09,100,1
Смоленск,,COL_44816,54.78197386145578,32.04772409261405,4,139,225,329,0,0,0,0,1,20,32,43,0.2936598423490249,Смоленск,330049.0,0.0959900390911447,0,28,43,62,1,15,24,36,0,4,7,13,4,7,12,16,28,37,4,5,5,2,2,3,1,12,19,38,1,72,119,178,569.3652257514823,2.127777509769988,0,0,0,0.0951951952390207,7,10,27,55639.44187219474,218,74,2356.0,823.0,4.0210526315789465,3.774647887323944,1957.3315789473684,1951.661971830986,Смоленская область,73.79657059521892,S10892,2020-02-09,110,1
Екатеринбург,6,COL_44885,56.83525878516315,60.619193676460974,3,113,268,461,0,0,0,2,0,17,45,91,0.9891846276278948,Екатеринбург,1468833.0,0.0488380870291703,3,29,65,106,0,2,13,24,0,10,26,40,4,11,16,1,7,27,3,8,13,8,11,14,1,12,23,40,2,69,155,249,1.40220400870165,1.1037287655748445,0,0,0,0.21797717041135,10,27,42,55669.508374670986,165,55,3686.0,1188.0,6.283018867924527,6.685185185185183,1966.3,1975.203703703704,Свердловская область,502.2318467737904,S28997,2020-02-09,100,1
Липецк,"1, подвал",COL_44949,52.61157809404408,39.57196732539819,3,32,40,82,0,0,0,0,1,9,9,12,1.871524581757202,Липецк,510152.0,0.2209733653667399,0,12,22,42,0,0,0,0,1,7,9,9,0,0,3,0,0,0,0,0,1,1,3,5,0,2,3,4,1,16,20,52,359.8299754628366,1.1151157272091774,0,0,0,0.184908376023782,15,15,37,33710.45651477228,198,55,3390.0,1042.0,6.4301675977653625,7.296296296296298,1973.4623655913972,1980.3962264150944,Липецкая область,773.914170772725,S4810,2020-02-09,10,1
Смоленск,,COL_45044,54.814635299261504,32.044773589114854,3,33,43,45,0,0,0,0,0,0,0,0,3.2838966914690144,Смоленск,330049.0,0.1411759883178318,0,11,18,27,0,0,1,1,0,1,2,2,5,6,6,1,3,4,0,0,0,5,6,6,0,1,2,2,2,19,22,23,565.9788202774663,1.5539993294277836,0,0,0,0.0427987666595946,13,19,19,29743.98400609536,126,51,1523.0,691.0,4.69672131147541,5.081632653061225,1968.5,1966.122448979592,Смоленская область,144.16360629837857,S29247,2020-02-09,100,1
Красноярск,,COL_45181,56.004932002927646,92.85201971301336,0,2,18,41,0,0,0,0,0,0,1,2,1.6352930316405216,Красноярск,1095286.0,0.0956138434838892,0,11,36,61,0,0,1,1,0,0,0,5,1,1,2,1,5,8,0,1,2,0,2,2,0,0,1,6,0,0,7,19,0.7965841376101965,1.2343704433758609,0,0,0,0.6180223245283766,0,4,15,38156.38224190156,73,25,1223.0,303.0,5.681159420289855,5.913043478260869,1966.1285714285716,1967.708333333333,Красноярский край,105.69660337376396,S7368,2020-02-09,10,1
Красноярск,,COL_45183,56.04295442757358,92.90838510167184,2,24,81,121,0,0,0,0,0,3,19,32,4.487836205751678,Красноярск,1095286.0,0.1114699499272814,0,16,36,86,0,2,2,2,0,3,6,12,1,3,6,2,2,2,3,4,5,0,1,1,0,3,7,9,2,10,45,62,1.9179606651210088,5.885519654845263,0,0,0,0.0715300674932688,6,12,26,100738.14309024504,88,29,4097.0,1116.0,11.761363636363637,12.862068965517242,2004.8636363636365,2007.8620689655168,Красноярский край,82.58043820152139,S2093,2020-02-09,10,1
Томск,1.0,COL_45209,56.47102289284911,84.95542415349384,0,76,142,269,0,0,0,0,0,24,33,63,2.3323236476415543,Томск,576624.0,0.1239855105179414,0,26,42,85,0,4,8,12,0,2,6,13,2,5,14,10,23,28,2,3,7,6,10,16,0,3,9,27,0,28,56,124,201.57990322658625,2.3655699425037606,0,0,0,0.120168419686302,6,9,25,51598.46322355584,243,65,2065.0,448.0,4.027173913043479,3.695652173913044,1953.32,1954.025,Томская область,55.29234441807062,S12301,2020-02-09,10,1
Томск,,COL_45222,56.51428927006203,85.03290916022455,2,36,63,112,0,0,1,2,2,5,5,9,5.832741072901429,Томск,576624.0,0.1207084428277134,0,8,19,27,0,0,0,0,0,1,3,5,1,1,6,0,0,0,0,0,1,0,1,2,0,1,1,2,0,29,52,89,208.8206575825359,2.6639254486378645,0,0,0,0.1135340508215505,12,17,27,48468.198886790655,159,40,3629.0,863.0,6.1493506493506525,6.205128205128204,1980.307189542484,1978.794871794872,Томская область,74.873836522715,S3924,2020-02-09,10,1
Томск,,COL_45245,56.48053559129991,84.96428773519818,0,17,70,138,0,0,1,1,0,1,12,18,1.2510243108720511,Томск,576624.0,0.1188132401501757,0,20,30,60,0,1,1,2,0,1,3,4,1,3,12,0,0,1,0,3,5,2,5,10,0,2,2,4,0,9,42,85,203.24942582296123,2.7561844596902216,0,0,0,0.1524049322305396,8,15,25,48000.24018853611,239,51,2632.0,587.0,4.595238095238095,4.678571428571429,1958.3841463414635,1955.551724137931,Томская область,58.833038937052144,S2737,2020-02-09,10,1
Барнаул,,COL_45276,53.35428630334477,83.76217528593855,8,65,112,194,0,0,0,0,2,11,17,36,1.11273641226055,Барнаул,632723.0,0.0276541052044894,4,29,56,96,1,3,5,9,1,5,9,12,5,8,10,3,5,7,2,3,5,2,5,8,0,2,7,7,5,38,63,111,190.44298864662983,0.41022036696295,0,7,9,0.0261323556580321,11,30,41,34823.649145661155,202,54,3195.0,703.0,4.6737967914438485,4.528301886792453,1961.422459893048,1958.0943396226407,Алтайский край,288.4534001012802,S2756,2020-02-09,100,1
Томск,,COL_45501,56.51738309295231,85.03836221980002,2,28,64,97,0,1,2,2,0,4,7,8,6.029067420475906,Томск,576624.0,0.0668660089854448,2,9,17,24,0,0,0,0,0,0,2,5,1,3,4,0,0,0,0,1,1,0,1,3,0,1,1,2,2,23,50,74,208.988942737056,2.733021650635718,0,0,0,0.0636656287160829,11,20,22,70412.08924272128,164,41,3679.0,938.0,6.0375,6.435897435897436,1980.0880503144651,1977.1282051282049,Томская область,67.95708026082525,S23839,2020-02-09,10,1
Белгород,1.0,COL_45534,50.56229237808648,36.55643254634582,0,16,32,38,0,0,0,0,0,0,1,1,4.321618370408424,Белгород,384425.0,0.1259213083356899,0,6,14,30,0,0,0,0,0,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,31,557.0478709496598,4.991052255379652,0,0,0,0.1267259356948059,8,15,28,49747.57508320166,74,22,3687.0,1107.0,10.123076923076924,10.75,1997.3692307692304,1994.45,Белгородская область,67.19925532870518,S1972,2020-02-09,10,1
Белгород,1.0,COL_45535,50.64081176553338,36.57113172950319,1,9,43,53,0,0,0,0,0,1,8,8,4.909801238079201,Белгород,384425.0,0.0437538258221467,2,10,18,31,0,0,0,0,0,1,1,1,0,2,4,0,1,1,0,0,0,1,1,1,0,0,0,0,1,4,27,34,548.6659552660274,4.40096886118717,0,0,0,0.0954963144117486,6,14,15,53362.29640070653,83,29,1419.0,439.0,5.329268292682927,4.607142857142857,1975.121951219512,1971.321428571429,Белгородская область,53.68959346288678,S32075,2020-02-09,10,1
Брянск,,COL_45577,53.2377412086754,34.36075622071153,0,6,48,90,0,0,0,0,0,0,14,20,0.7612964347676465,Брянск,406553.0,0.4378022817849663,0,9,27,46,0,1,1,4,0,0,3,6,0,1,3,1,5,14,0,1,3,0,1,1,0,0,1,4,0,4,21,38,328.74961238912584,4.120095568403909,0,0,0,0.3880499900717798,2,10,18,62187.02795975442,176,30,1878.0,164.0,4.167664670658684,3.0,1960.220238095238,1960.3461538461536,Брянская область,153.37603858754443,S13735,2020-02-09,10,1
Тайшет,,COL_45611,55.94268150545452,98.0048180195462,4,53,77,102,0,0,0,0,0,5,7,7,226.73780697126503,Братск,231602.0,1.0702900086033855,0,0,0,0,0,1,1,1,0,3,3,3,1,2,3,1,1,1,1,1,1,1,1,1,1,2,3,3,3,41,60,84,314.1847319667275,0.220966537258077,6,6,6,0.0685416765026057,5,6,6,27696.06773110448,50,29,534.0,300.0,3.914285714285714,3.5217391304347827,1970.4722222222224,1967.75,Иркутская область,85.06622755525902,S8993,2020-02-09,110,1
Красноярск,,COL_45640,56.02650164066412,92.81569470893,0,14,24,33,0,0,0,0,0,3,4,5,4.176672732846728,Красноярск,1095286.0,0.112335053476527,0,15,26,54,0,0,0,0,0,1,3,3,0,2,3,3,3,3,1,1,1,2,3,5,0,2,3,3,0,4,7,10,1.6404415818346942,0.6076550941380661,0,0,1,0.4000282139238068,5,5,17,98519.45482457597,168,46,3117.0,781.0,5.214285714285714,4.782608695652174,1969.2142857142856,1964.1739130434785,Красноярский край,97.86899467895527,S2108,2020-02-09,10,1
Калининград,,COL_45755,54.74236179413001,20.50356154436497,2,20,58,80,0,0,1,1,0,6,12,15,3.3071807070301267,Калининград,453461.0,0.0683280858880567,1,16,34,56,0,0,0,0,0,0,1,2,1,2,5,0,0,0,1,1,1,2,5,6,0,1,6,7,2,8,31,44,814.2188036114264,2.0359331594971843,0,0,0,0.023946128367991,13,22,31,50223.75143471106,191,64,3206.0,1250.0,5.9526315789473685,6.206349206349207,1979.3597883597888,1978.109375,Калининградская область,110.02762322889372,S8012,2020-02-09,10,1
Березовский,,COL_45888,55.67028533201084,86.27602619041039,1,11,19,25,0,0,0,0,0,1,1,1,36.89466682678806,Кемерово,558662.0,0.03425189974316,4,9,14,18,0,0,0,0,0,0,1,1,0,2,2,1,2,3,0,0,0,1,1,3,0,0,0,0,0,8,11,14,220.0254760163488,34.85162006450635,0,0,0,0.0345088702562995,1,5,7,47237.80500591135,106,44,2559.0,1025.0,5.2340425531914905,4.921052631578949,1979.117021276596,1974.0,Кемеровская область,65.94294547788975,S12711,2020-02-09,10,1
Челябинск,,COL_45904,55.16843713206492,61.412627163249255,0,26,73,189,0,0,0,0,0,4,14,35,1.083603852698967,Челябинск,1196680.0,0.0710987717656838,1,33,77,107,0,1,3,21,0,8,10,17,1,4,10,0,4,14,0,0,1,0,1,7,0,8,12,18,0,10,35,88,183.48566333877343,3.097792805776625,0,0,0,0.0890762164870092,5,18,34,39799.47511001791,107,12,2407.0,310.0,7.60204081632653,7.181818181818183,1976.1515151515152,1985.7272727272727,Челябинская область,745.2108330075575,S25922,2020-02-09,100,1
Красноярск,,COL_45923,55.98813979009682,92.95114934726804,2,8,17,25,0,0,0,0,0,0,0,1,5.274042373400693,Красноярск,1095286.0,0.0261249766134862,3,23,51,76,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,8,15,18,5.545417594777915,0.8188217311049362,0,1,1,0.1780023802251279,3,4,10,30473.808856284737,157,38,3934.0,1271.0,5.967948717948718,7.36842105263158,1973.916666666667,1979.0263157894733,Красноярский край,354.2714352155391,S28925,2020-02-09,10,1
Санкт-Петербург,,COL_45971,59.93366597290407,30.35314136900317,14,337,778,1378,0,1,8,15,8,121,278,515,2.2078138864516093,Санкт-Петербург,5381736.0,0.015433489048208,2,35,80,150,1,13,40,61,2,17,29,42,12,31,58,10,16,29,52,104,143,13,28,44,1,54,107,162,5,197,448,790,0.2755935018633855,0.6701937541523746,0,0,0,0.1711668901197091,14,52,72,136580.15777881627,417,126,7688.0,2350.0,4.8425,4.8373983739837385,1880.281407035176,1875.5853658536585,Санкт-Петербург,440.5691205705496,S25149,2020-02-09,10,1
Курск,,COL_46317,51.74935290865682,36.193429064151694,7,168,252,397,0,0,0,0,0,21,32,49,1.5817694031819207,Курск,443212.0,0.0817124722697531,0,18,35,49,0,0,10,11,0,10,12,23,2,3,9,8,12,31,0,0,1,5,13,15,0,5,11,21,5,131,176,266,430.1472623513532,2.4779992881521675,0,0,0,0.0326860659712585,15,17,30,49747.74511363439,156,44,2197.0,590.0,5.167832167832168,4.075,1968.8461538461536,1963.170731707317,Курская область,9.387360149354974,S9675,2020-02-09,10,1
Санкт-Петербург,,COL_46479,59.93070420091375,30.34469272088456,18,340,764,1262,0,4,5,7,4,135,296,464,1.9663716233979625,Санкт-Петербург,5381736.0,0.0586607073753082,4,41,93,162,0,18,39,67,2,17,30,40,16,36,63,10,22,39,52,93,136,15,28,49,1,55,89,154,16,185,404,666,0.4430379837261528,0.8954401012492395,0,0,0,0.0507580802991388,27,39,61,163763.46111306487,393,108,7670.0,1854.0,4.8293333333333335,4.788461538461538,1876.1203208556144,1879.9903846153843,Санкт-Петербург,50.07221967749321,S22844,2020-02-09,110,1
Иркутск,,COL_46566,52.24726252068103,104.35138615707665,6,22,32,43,0,0,0,0,1,5,7,11,6.65166301116172,Иркутск,623562.0,0.0537777912634393,2,8,13,14,0,0,0,1,3,3,4,4,2,2,2,1,1,1,0,1,1,2,2,2,0,0,0,0,2,7,12,15,61.2386906295466,6.053976850786952,0,0,0,0.0498426106170009,7,14,16,34153.525397375735,152,68,2723.0,1486.0,7.807142857142857,7.203125,1989.20945945946,1984.7272727272727,Иркутская область,418.81474411713526,S8893,2020-02-09,10,1
Томск,,COL_46667,56.48173024315098,84.98861437933337,2,41,67,124,0,1,1,2,0,1,3,11,2.5904693243561567,Томск,576624.0,0.3672163636317061,0,4,11,34,0,0,0,0,0,4,4,8,1,3,6,2,2,3,0,1,2,3,7,10,0,1,2,2,1,30,39,74,203.95360864858625,2.114921250426121,0,0,0,0.0464729565712396,12,14,31,53300.33662491538,161,66,2451.0,1226.0,6.093525179856115,6.63157894736842,1978.8785714285716,1983.051724137931,Томская область,146.37806239206628,S12639,2020-02-09,110,1
Иркутск,,COL_46669,52.25259276373778,104.33260244159388,0,6,19,33,0,0,0,0,0,0,2,3,5.385445010255208,Иркутск,623562.0,0.5690206891582427,0,0,1,3,0,0,0,0,0,1,1,2,0,2,2,0,1,1,0,0,2,2,2,3,0,0,0,1,0,3,11,18,61.69861418526524,4.418601780071777,0,0,0,0.6885462243907757,0,3,6,52492.292973563424,113,48,1717.0,727.0,8.818181818181818,10.659574468085106,1999.3272727272729,2006.340425531915,Иркутская область,112.94991443764914,S3265,2020-02-09,100,1
Иркутск,,COL_46680,52.26703128290529,104.30905336002417,3,33,66,101,0,0,1,3,2,13,18,25,3.150670125112576,Иркутск,623562.0,0.0443863011028884,4,24,42,60,0,0,0,0,0,1,3,4,0,4,4,0,0,0,0,0,3,2,2,3,0,1,2,2,0,16,39,63,60.54994679508014,3.480917256264049,0,0,0,0.0924777902369555,7,21,26,97510.47073108768,277,75,3626.0,1102.0,5.667953667953667,6.5555555555555545,1969.8576923076928,1982.9027777777767,Иркутская область,477.27182169332633,S19079,2020-02-09,10,1
Сургут,,COL_46692,61.25041950390583,73.43832623745436,6,19,78,150,0,0,0,0,0,3,11,18,2.3900983341764563,Сургут,380632.0,0.064690694329018,5,13,29,56,0,0,0,1,1,1,3,10,1,3,8,0,0,0,1,1,2,1,5,7,0,0,2,5,5,12,58,110,695.2851498571872,7.687019450182197,0,0,0,0.0502209806862884,6,9,20,55452.88084211977,63,7,2875.0,287.0,9.682539682539682,9.285714285714286,2002.2857142857144,1997.7142857142856,Ханты-Мансийский АО,131.10229603216578,S26575,2020-02-09,100,1
Кемерово,,COL_46701,55.3518089384038,86.17990248706478,0,1,2,15,0,0,0,0,0,0,0,2,5.853415529102096,Кемерово,558662.0,0.6284750468176286,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8,206.36092666417568,1.6634863012659102,0,0,0,0.1392728663791506,3,3,9,43499.69947885912,27,5,1028.0,186.0,9.814814814814817,10.0,1991.4444444444448,2001.8,Кемеровская область,105.49498168901737,S9878,2020-02-09,10,1
Иркутск,,COL_46710,52.351878722517576,104.1573544359706,1,13,20,23,0,0,0,0,0,1,2,2,10.733689196040524,Иркутск,623562.0,0.2730194891709258,0,3,11,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,14,16,58.58252059960697,4.416145055357476,0,0,0,0.1211780831411425,7,9,20,56971.76513575109,167,75,3347.0,1347.0,7.1757575757575776,8.273972602739725,1985.1090909090908,1997.4657534246576,Иркутская область,407.3772322956485,S3435,2020-02-09,110,1
Уфа,,COL_46772,55.15930771639741,61.37197244953824,19,90,153,215,0,0,0,0,7,30,43,59,1.7483677959383832,Челябинск,1196680.0,0.0497733047060664,4,26,51,62,1,3,6,11,0,7,13,15,4,8,11,2,5,6,2,2,4,3,7,12,1,8,12,19,9,40,69,97,184.1236872897012,0.5826072456690559,0,1,1,0.1427270398602923,10,17,25,49286.199218242735,156,45,2707.0,842.0,6.141791044776119,6.605263157894738,1972.9402985074628,1972.315789473684,Башкортостан,1797.7243407968976,S29017,2020-02-09,100,1
Пермь,,COL_46927,58.0095667969961,56.256957567978496,7,98,205,382,0,0,0,1,2,18,29,71,1.046869195181307,Пермь,1055397.0,0.0600167720948576,2,46,109,198,0,1,4,22,0,4,8,22,5,10,18,5,8,9,0,0,3,7,13,16,0,4,9,31,3,57,134,226,271.41030472489905,1.492940731609669,0,0,0,0.1580226340709972,15,23,39,35962.52273003812,178,38,3555.0,836.0,6.211764705882352,6.942857142857143,1962.2514285714285,1963.3243243243248,Пермский край,241.44579803761712,S1217,2020-02-09,10,1
Санкт-Петербург,1.0,COL_47217,59.9305012904591,30.356638126622403,21,368,791,1332,1,6,9,17,9,128,287,502,2.357129371638365,Санкт-Петербург,5381736.0,0.0722098131930296,7,33,61,152,0,21,36,50,0,16,25,42,7,28,53,7,16,21,50,91,148,11,21,50,2,57,102,147,15,226,469,767,0.1219515809178494,0.5478047107601068,0,0,8,0.0860215330027507,21,29,72,447753.4173444247,409,110,7043.0,2154.0,4.787179487179487,4.89908256880734,1881.8582474226805,1876.495327102804,Санкт-Петербург,102.78871856068275,S14207,2020-02-09,110,1
Белгород,,COL_47236,50.60026681987414,36.59180541564393,6,65,121,169,0,1,3,3,4,18,33,46,0.5908851280736298,Белгород,384425.0,0.0682936953001063,2,31,64,108,1,4,9,11,0,2,9,11,3,5,9,6,14,21,1,3,4,0,1,2,2,6,9,13,1,27,40,55,552.6585595095318,1.4564750426853548,0,0,0,0.0494965954347039,12,15,28,41458.522993271086,192,57,3302.0,873.0,5.586956521739131,5.581818181818181,1969.545945945946,1968.821428571429,Белгородская область,2454.4048522065164,S3516,2020-02-09,10,1
Красноярск,,COL_47263,56.009364126825,92.86394850029232,1,44,86,108,0,0,0,0,0,25,44,50,0.6211884887485678,Красноярск,1095286.0,0.0092696691942393,6,47,79,110,0,1,1,5,0,2,5,8,0,0,1,2,4,6,1,3,3,3,6,6,1,4,6,7,1,13,28,32,0.4502262705008002,2.307260444294556,0,0,0,0.0444741174102022,5,9,19,114424.3755984114,92,42,1540.0,843.0,5.533333333333332,6.3809523809523805,1966.233333333333,1968.642857142857,Красноярский край,61.20199444721485,S12030,2020-02-09,100,1
Иркутск,,COL_47285,52.295815882429714,104.35198904740194,0,9,11,12,0,0,0,0,0,1,1,1,4.915468905146586,Иркутск,623562.0,0.038743642947573,2,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,56.83650460091764,6.3740790645265,0,0,0,0.048588078917947,8,8,10,22364.7441223477,136,54,479.0,230.0,2.3059701492537314,2.320754716981132,1961.421052631579,1963.7735849056603,Иркутская область,321.30928754152285,S20633,2020-02-09,10,1
